;title;author;pub_house;price;link
88;Пламенный Клинок;Вудинг Крис;Аркадия;590;/books/778937/
89;Улица Ручей. Том 2. Отступление;Линде Юлия Владимировна;Пять четвертей;1728;/books/819014/
90;Черная стрела;Стивенсон Роберт Льюис;Издательский дом Мещерякова;473;/books/564503/
91;Улыбнись мне, Артур Эдинброг;Крейн Антонина;Эксмо;690;/books/926340/
92;Уснут не все;Нэвилл Адам;АСТ;623;/books/949167/
93;Истинный князь;Шелег Дмитрий Витальевич;Альфа-книга;515;/books/903773/
94;Тачдаун;Рэйн Сола;АСТ;533;/books/947190/
95;Тень евнуха;Кабре Жауме;Иностранка;855;/books/948192/
96;Путешествие к себе. Большая Панда и Маленький Дракон. Медитативная история;Норбури Джеймс;Манн, Иванов и Фербер;1088;/books/859383/
97;Жизнь Дэвида Копперфилда, рассказанная им самим. В 2-х томах;Диккенс Чарльз;Речь;1846;/books/635826/
98;Крест и крыло;Гончарова Галина Дмитриевна;АСТ;558;/books/944427/
99;В поисках утраченного времени. В 2-х т. Т. 2. Содом и Гоморра. Пленница. Беглянка. Обретенное время;Пруст Марсель;Альфа-книга;2592;/books/199746/
100;Улица Ручей. Том 1. Накануне;Линде Юлия Владимировна;Пять четвертей;1603;/books/792393/
101;Избранные произведения;Куприн Александр Иванович;Речь;930;/books/616506/
102;Убить королеву;Бекер Вирджиния;Аркадия;211;/books/768331/
103;Особое положение;Вудворт, Васина;АСТ;513;/books/947169/
104;Пятый Дракон;Арден Лия;Эксмо;690;/books/934568/
105;Идиот;Достоевский Федор Михайлович;Время;185;/books/569489/
106;Лихо. Медь и мёд;Лехчина Яна;Эксмо;607;/books/935883/
107;Молль Флендерс;Дефо Даниель;Текст;149;/books/799163/
108;Чагин;Водолазкин Евгений Германович;Редакция Елены Шубиной;986;/books/882285/
109;Ложится мгла на старые ступени;Чудаков Александр Павлович;Азбука;729;/books/924350/
110;Стальные боги;Ахтар Замиль;fanzon;539;/books/937918/
111;Титус один. Книга 3;Пик Мервин;Livebook;2400;/books/851749/
112;Горменгаст. Книга 2;Пик Мервин;Livebook;4800;/books/851748/
113;Мерзкая семерка;Джонстон Кэмерон;fanzon;607;/books/935878/
114;Всадник без головы;Майн Рид Томас;Верже;3194;/books/654917/
115;Посмертные записки Пиквикского клуба. В 2-х томах;Диккенс Чарльз;Речь;1846;/books/631687/
116;Ужас Данвича;Лавкрафт Говард Филлипс;Азбука;1394;/books/941247/
117;Мастер и Маргарита. Коллекционное иллюстрированное издание;Булгаков Михаил Афанасьевич;Алгоритм;2060;/books/562263/
118;Собачья смерть;Акунин-Чхартишвили;Захаров;892;/books/923362/
119;Дети капитана Гранта;Верн Жюль;Альфа-книга;293;/books/322414/
120;Война и мир. Комлект из 2-х книг;Толстой Лев Николаевич;Азбука;1526;/books/914171/
121;Тимьян и клевер;Ролдугина Софья Валерьевна;Т8;2028;/books/843614/
122;Славянские мифы. От Велеса и Мокоши до птицы Сирин и Ивана Купалы;Баркова Александра Леонидовна;Манн, Иванов и Фербер;1034;/books/825915/
123;Миндаль;Сон Вон Пхён;Поляндрия  No Age;701;/books/870765/
124;Викинг. Гнев Севера;Мазин Александр Владимирович;Феникс;916;/books/945135/
125;Мельница на Флоссе;Элиот Джордж;Иностранка;855;/books/948191/
126;Зверобой;Купер Джеймс Фенимор;Лабиринт;1520;/books/849542/
127;Братья Карамазовы. В 2-х книгах.;Достоевский Федор Михайлович;Речь;2663;/books/620392/
128;Звёздные войны. Расцвет Республики. Павшая звезда;Грей Клаудия;fanzon;650;/books/944716/
129;Кровавая свадьба;Гарсиа Лорка Федерико;Текст;178;/books/764692/
130;Чужое имя. Тайна королевского приюта для детей;Коуэн Джастин;Бомбора;504;/books/938729/
131;Момент истины. В августе сорок четвертого…;Богомолов Владимир Осипович;Речь;968;/books/640591/
132;И в горе, и в радости;Мэйсон Мег;Inspiria;614;/books/927069/
133;Дон Кавелли и папский престол;Конти Дэвид;Аркадия;566;/books/869228/
134;Повесть о настоящем человеке;Полевой Борис Николаевич;Речь;1505;/books/627446/
135;Евгений Онегин;Пушкин Александр Сергеевич;Речь;1431;/books/669673/
136;Птицы. Не позже полуночи и другие истории;Дюморье Дафна;Иностранка;1057;/books/936368/
137;Высшая школа библиотекарей. Том 1;Завойчинская Милена Валерьевна;Эксмо;1097;/books/935880/
138;Арианна и дары забытых богов;Рэй Анна;Альфа-книга;94;/books/627382/
139;Двадцать тысяч лье под водой;Верн Жюль;Альфа-книга;269;/books/333542/
140;Приключения Оливера Твиста;Диккенс Чарльз;Речь;1126;/books/635811/
141;Таинственный остров;Верн Жюль;Альфа-книга;293;/books/375454/
142;Неведение отца Брауна;Честертон Гилберт Кит;Издательский дом Мещерякова;248;/books/609524/
143;Сердце Солнечного воина;Тань Сью Линн;Манн, Иванов и Фербер;692;/books/931768/
144;Брокен-Харбор;Френч Тана;Фантом Пресс;1147;/books/943224/
145;Полное собрание произведений о Шерлоке Холмсе в одном томе;Дойл Артур Конан;Альфа-книга;979;/books/149372/
146;Карты. Нечисть. Безумие. Рассказы русских писателей;Гоголь, Лермонтов, Брюсов;Эксмо;710;/books/930963/
147;Повесть о жизни;Паустовский Константин Георгиевич;Азбука;1302;/books/914162/
148;Королевская кровь. Проклятый трон. Связанные судьбы;Котова Ирина Владимировна;Эксмо;959;/books/935869/
149;Продажное королевство;Бардуго Ли;АСТ;669;/books/639917/
150;Большие надежды;Диккенс Чарльз;Время;158;/books/575179/
151;Галерея женщин. Цепи счастья;Драйзер Теодор;Иностранка;855;/books/950196/
152;Поместье с привидениями;Мартова Людмила;Эксмо;437;/books/947276/
153;Медвежий угол;Бакман Фредрик;Синдбад;665;/books/673048/
154;Микки-7;Эштон Эдвард;Аркадия;691;/books/848214/
155;Приключения Оливера Твиста;Диккенс Чарльз;Лабиринт;1440;/books/849541/
156;Тайна отца Брауна;Честертон Гилберт Кит;Издательский дом Мещерякова;248;/books/609525/
157;Лебединая дорога;Семенова Мария Васильевна;Азбука;963;/books/949441/
158;Момент истины. В августе сорок четвертого;Богомолов Владимир Осипович;Азбука;855;/books/914135/
159;Ходящие в ночи. Книга 3. Пленники раздора;Харитонова, Казакова;Т8;737;/books/936752/
160;"Японские мифы. От кицунэ и ёкаев до ""Звонка"" и ""Наруто""";Фридман Джошуа;Манн, Иванов и Фербер;899;/books/860378/
161;Тринадцатая Мара;Мелан Вероника;Т8;1218;/books/944767/
162;Закон забвения;Харрис Роберт;Азбука;830;/books/948789/
163;Проклятые короли. Железный король. Узница Шато-Гайара. Яд и корона;Дрюон Морис;Иностранка;965;/books/935227/
164;Сочинские рассказы;Волкодав Юлия;Т8;893;/books/940434/
165;Всё о Манюне;Абгарян Наринэ Юрьевна;Астрель;1356;/books/343799/
166;Святые Спасения;Гамильтон Питер;Фантастика;1159;/books/942267/
167;Поступь Слейпнира;Трофимов Ерофей;АСТ;1031;/books/942899/
168;Вниз, сквозь ветки и кости;Макгвайр Шеннон;Дом историй;1349;/books/935889/
169;Шумерские мифы. От Всемирного потопа и эпоса о Гильгамеше до бога Энки и птицы Анзуд;Чмеленко Юлия;Манн, Иванов и Фербер;899;/books/876012/
170;Избранные произведения. Стихотворения и поэмы;Некрасов Николай Алексеевич;Речь;1028;/books/624025/
171;Арианна и Царство Двух Миров;Рэй Анна;Альфа-книга;84;/books/580167/
172;Анна Каренина;Толстой Лев Николаевич;Речь;2092;/books/588501/
173;Проклятые короли. Негоже лилиям прясть. Французская волчица;Дрюон Морис;Иностранка;965;/books/939706/
174;Кровь богов;Иггульден Конн;Азбука;843;/books/945255/
175;Школа хороших матерей;Чан Джессамин;Inspiria;607;/books/938144/
176;Задача трех тел;Лю Цысинь;Fanzon;875;/books/610958/
177;К западу от Эдема. Зима в Эдеме. Возвращение в Эдем;Гаррисон Гарри;Азбука;1038;/books/945709/
178;Портрет Лукреции. Трагическая история Медичи;О`Фаррелл Мэгги;Inspiria;650;/books/944365/
179;Северная Корона. Против ветра;Джейн Анна;АСТ;809;/books/945035/
180;Жизнь на общем языке;Алюшина Татьяна Александровна;Эксмо;469;/books/944392/
181;Восход Черного Солнца и другие галактические одиссеи;Каттнер Генри;Азбука;1302;/books/941251/
182;Барбизон. В отеле только девушки;Брен Паулина;Рипол-Классик;915;/books/910579/
183;Собрание сочинений в пяти томах;Довлатов Сергей Донатович;Азбука;3698;/books/917575/
184;Тень и искры;Арментроут Дженнифер;АСТ;1022;/books/935480/
185;Капитан Фракасс;Готье Теофиль;Издательский дом Мещерякова;329;/books/581590/
186;Любовь моя, Анайя;Миллер Ксандер;Аркадия;206;/books/801291/
187;Воскресение;Толстой Лев Николаевич;Речь;954;/books/620394/
188;Жизнь мальчишки;Маккаммон Роберт;Азбука;843;/books/917797/
189;Тайная история;Тартт Донна;Corpus;1135;/books/466703/
190;Дон Кавелли и мертвый кардинал;Конти Дэвид;Аркадия;603;/books/860554/
191;Арктический клуб любителей карри;Редд Дани;Дом историй;1512;/books/935888/
192;Многорукий бог далайна;Логинов Святослав Владимирович;Азбука;986;/books/937238/
193;Сезон отравленных плодов;Богданова Вера Олеговна;Редакция Елены Шубиной;669;/books/850414/
194;Томас-бард;Кашнер Эллен;Аркадия;192;/books/775736/
195;Арианна и Орден темного ангела;Рэй Анна;Альфа-книга;84;/books/582773/
196;Крылья к резюме обязательны!;Мамаева Надежда Николаевна;Т8;1176;/books/940423/
197;Ересь Хоруса. Книга I. Возвышение Хоруса. Лживые боги. Галактика в огне;Абнетт, Макнилл, Каунтер;Фантастика;1855;/books/652646/
198;Сперонара;Дюма Александр;Вече;543;/books/939319/
199;"Между ""привет"" и ""прощай""";Скотт Эмма;Freedom;690;/books/929742/
200;Не злите добрую колдунью!;Ефиминюк Марина Владимировна;Эксмо;480;/books/944318/
201;Пер Гюнт;Ибсен Хенрик;Речь;1688;/books/707136/
202;Молчание цвета;Абгарян Наринэ Юрьевна;АСТ;649;/books/901282/
203;Бабушка велела кланяться и передать, что просит прощения;Бакман Фредрик;Синдбад;632;/books/835734/
204;Там, где раки поют;Оуэнс Делия;Фантом Пресс;805;/books/728444/
205;Шестерка воронов;Бардуго Ли;АСТ;623;/books/635534/
206;Индийские мифы. От Кришны и Шивы до Вед и Махабхараты;Паттанаик Девдатт;Манн, Иванов и Фербер;1034;/books/802875/
207;Ходящие в ночи. Книга 1. Жнецы страданий;Харитонова, Казакова;Т8;627;/books/936757/
208;Домашний зверинец;Готье Теофиль;Текст;110;/books/743510/
209;Зенитчик;Полищук Вадим Васильевич;АСТ;1031;/books/948205/
210;Семь сестер. Потерянная сестра;Райли Люсинда;Эксмо;1387;/books/925085/
211;Воздушный атташе;Журавлева Юлия Викторовна;Т8;1266;/books/948701/
212;Пепел;Сью Ники;Freedom;607;/books/941484/
213;Старшая Эдда;Без автора;Манн, Иванов и Фербер;857;/books/921954/
214;Чудовища рая;Хермансон Мари;Аркадия;238;/books/775737/
215;Что осталось от меня - твоё;Скотт Стефани;Аркадия;245;/books/796353/
216;Полное собрание романов, повестей, рассказов в одном томе;Булгаков Михаил Афанасьевич;Альфа-книга;854;/books/170798/
217;Наследница древней магии;Казакова Светлана;Альфа-книга;113;/books/817430/
218;1984;Оруэлл Джордж;Текст;461;/books/790566/
219;Пленённая принцесса;Ларк Софи;Freedom;711;/books/935165/
220;Хоббит, или Туда и обратно;Толкин Джон Рональд Руэл;АСТ;1304;/books/701977/
221;2666;Боланьо Роберто;АСТ;1699;/books/877667/
222;Лисья нора;Сакавич Нора;Popcorn Books;528;/books/736909/
223;Дьявол носит черный;Шэн Л. Дж.;Freedom;607;/books/927161/
224;Колымские рассказы;Шаламов Варлам Тихонович;Время;106;/books/635524/
225;Гиперболоид инженера Гарина;Толстой Алексей Николаевич;Верже;3000;/books/654919/
226;Рассказы и повести. 1883-1891;Чехов Антон Павлович;Речь;1798;/books/612889/
227;Убийство в городе без имени;Хигасино Кэйго;Inspiria;607;/books/941612/
228;Князь Серебряный;Толстой Алексей Константинович;Речь;1028;/books/631524/
229;В поисках утраченного времени. В 2-х томах. Т.1. В сторону Свана. Под сенью девушек в цвету. Германт;Пруст Марсель;Альфа-книга;2592;/books/199745/
230;Наследники земли;Фальконес Ильдефонсо;Азбука;963;/books/949447/
231;Испанский любовный обман;Армас Елена;Inspiria;497;/books/925670/
232;Состоятельная женщина. В 2-х книгах;Брэдфорд Барбара Тейлор;Текст;816;/books/786763/
233;Брак по любви;Али Моника;Синдбад;887;/books/925145/
234;Цыпленок Лисы Патрикеевны;Донцова Дарья Аркадьевна;Эксмо;540;/books/947644/
235;Жажда власти 4. Рестарт;Тармашев Сергей Сергеевич;АСТ;809;/books/940195/
236;Вода в решете. Апокриф колдуньи;Бжезинская Анна;АСТ;740;/books/948213/
237;Бесконечная шутка;Уоллес Дэвид Фостер;АСТ;1991;/books/671224/
238;Ходящие в ночи. Книга 2. Наследники скорби;Харитонова, Казакова;Т8;676;/books/936755/
239;Правда;Пратчетт Терри;Эксмо;625;/books/932883/
240;Рубиновый лес;Гор Анастасия;Эксмо;711;/books/925674/
241;Ледяное пламя;Ломтева Ольга;Т8;1668;/books/945919/
242;Скандал на драконьем факультете;Орлова Тальяна;Феникс;633;/books/948228/
243;Аратта. Книга 7. Золотые корабли;Семенова, Гурова;Азбука;564;/books/941869/
244;Карта небесной сферы, или Тайный меридиан;Перес-Реверте Артуро;Иностранка;753;/books/943587/
245;Протагонист;Володина Ася;Редакция Елены Шубиной;669;/books/882036/
246;Другая жизнь;Чапмен Джоди;Синдбад;843;/books/925147/
247;Шпионка на отборе у дракона;Миленина Лидия Сергеевна;АСТ;513;/books/947452/
248;Комната из стекла;Кливз Энн;Inspiria;583;/books/941808/
249;Унесенные ветром. Комплект из 2-х книг;Митчелл Маргарет;Эксмо;1316;/books/932825/
250;Что видно отсюда;Леки Марьяна;Текст;192;/books/777803/
251;Мальн. Кровь и стекло;Салье Мира;Freedom;607;/books/940108/
252;Подросток;Достоевский Федор Михайлович;Речь;1199;/books/604773/
253;Стрижи;Арамбуру Фернандо;Corpus;1407;/books/923008/
254;Имя розы;Эко Умберто;Corpus;1505;/books/303783/
255;Некромант в яблоках;Веймар Ника;Эксмо;480;/books/938055/
256;Записки о Шерлоке Холмсе;Дойл Артур Конан;Издательский дом Мещерякова;566;/books/621724/
257;Пробуждение Левиафана;Кори Джеймс;Фантастика;773;/books/848591/
258;Зимний сад;Ханна Кристин;Фантом Пресс;1127;/books/935674/
259;Королевство крыльев и руин;Маас Сара Дж.;Азбука;918;/books/914292/
260;Замок Броуди;Кронин Арчибалд Джозеф;Иностранка;843;/books/532907/
261;Черные кувшинки;Бюсси Мишель;Фантом Пресс;832;/books/824613/
262;"По прозвищу ""Малюта""";Берг Александр;АСТ;513;/books/947168/
263;Крах и восход;Бардуго Ли;АСТ;604;/books/656547/
264;"Проект ""Аве Мария""";Вейер Энди;АСТ;694;/books/835512/
265;Лавр;Водолазкин Евгений Германович;Редакция Елены Шубиной;986;/books/364570/
266;Дитя Дракулы;Барнс Джонатан;Азбука;961;/books/949225/
267;Все, чего я не сказала;Инг Селеста;Фантом Пресс;805;/books/578116/
268;Ночь в тоскливом октябре. Подарочное иллюстрированное издание;Желязны Роджер;Эксмо;1680;/books/836209/
269;Одиссея;Гомер;Верже;3773;/books/632077/
270;Магазинчик времени;Ким Сонён;Манн, Иванов и Фербер;526;/books/927095/
271;Мы против вас;Бакман Фредрик;Синдбад;665;/books/728626/
272;Смерть под ее кожей;Спотсвуд Стивен;Inspiria;607;/books/934636/
273;Смерть героя;Олдингтон Ричард;Текст;355;/books/816666/
274;Русский роман;Шалев Меир;Текст;1142;/books/787883/
275;Метро 2033. Метро 2034. Метро 2035;Глуховский Дмитрий Алексеевич;АСТ;2380;/books/700650/
276;Трилогия о Генрихе Наваррском: Королева Марго. Графиня де Монсоро. Сорок пять;Дюма Александр;Альфа-книга;494;/books/192148/
277;Между прочим...;Токарева Виктория Самойловна;КоЛибри;843;/books/939780/
278;Качели судьбы;Бадани Седжал;Аркадия;413;/books/784083/
279;Единственная для князя. Как долго я тебя искал;Боярова Мелина;Т8;1163;/books/943809/
280;Семейная хроника Уопшотов. Скандал в семействе Уопшотов;Чивер Джон;Текст;528;/books/821297/
281;Невеста света для стража тьмы;Александрова Евгения Александровна;Эксмо;480;/books/940659/
282;Ярмарка тщеславия. В 2-х книгах.;Теккерей Уильям Мейкпис;Речь;1846;/books/635818/
283;Ты такой светлый;Ренберг Туре;Corpus;759;/books/941697/
284;Туманы и чудовища;Шабнова Екатерина;Манн, Иванов и Фербер;675;/books/937957/
285;Остров русалок;Си Лиза;Аркадия;554;/books/869226/
286;Королевская магия;Эльденберт Марина;Т8;1303;/books/938697/
287;Гадкие лебеди кордебалета;Бьюкенен Кэти Мари;Аркадия;413;/books/737233/
288;Золото тигров. Сокровенная роза. История ночи. Полное собрание поэтических текстов;Борхес Хорхе Луис;Иностранка;864;/books/943586/
289;Бесы;Достоевский Федор Михайлович;Речь;1908;/books/602120/
290;Королева Лисьего дома;Фельдман Ирина Игоревна;Альфа-книга;110;/books/825354/
291;Невеста ледяного дракона;Черчень Александра;Яуза;479;/books/941827/
292;Самая страшная книга. Колумбарий;Подольский Александр;АСТ;577;/books/948209/
293;Рассказы и повести. 1892-1903;Чехов Антон Павлович;Речь;1798;/books/612895/
294;Золотая муха;Хмелевская Иоанна;Аркадия;557;/books/896605/
295;Королевская кровь-9. Горький пепел;Котова Ирина Владимировна;Т8;2335;/books/860029/
296;Тени исчезают в полдень;Иванов Анатолий Степанович;Азбука;843;/books/917953/
297;Королевство гнева и тумана;Маас Сара Дж.;Азбука;843;/books/914291/
298;Александровскiе кадеты. В 2-х томах;Перумов Ник Даниилович;Альфа-книга;254;/books/824440/
299;Венера на половинке раковины. Другой дневник Филеаса Фогга;Фармер Филип Хосе;АСТ;1083;/books/947177/
300;Ошибка богов. Отбор для наследника;Олие Ольга;АСТ;513;/books/942894/
301;Румынские мифы. От вырколаков и фараонок до Мумы Пэдурий и Дракулы;Осояну Наталия Георгиевна;Манн, Иванов и Фербер;899;/books/879094/
302;Игра в кроликов;Майлз Терри;fanzon;607;/books/939342/
303;Граф Монте-Кристо. В 2-х томах;Дюма Александр;Иностранка;1532;/books/912702/
304;Униженные и оскорбленные;Достоевский Федор Михайлович;Речь;1028;/books/631688/
305;Ромео и Джульетта;Шекспир Уильям;Аркадия;593;/books/810907/
306;Штурм и буря;Бардуго Ли;АСТ;604;/books/645858/
307;"Скандинавские мифы. От Тора и Локи до Толкина и ""Игры престолов""";Ларрингтон Кэролин;Манн, Иванов и Фербер;1034;/books/715762/
308;Полный сантехник;Слава Сэ;АСТ;1135;/books/665406/
309;Подросток;Достоевский Федор Михайлович;Азбука;843;/books/941249/
310;Дом на берегу;Дюморье Дафна;Азбука;641;/books/945133/
311;Хроники Амбера;Желязны Роджер;Эксмо;1601;/books/82257/
312;Алмазная колесница. Роман в 2-х томах;Акунин Борис;Захаров;618;/books/478793/
313;Сага о Видящих. Книги 1 и 2. Ученик убийцы. Королевский убийца;Хобб Робин;Азбука;1057;/books/914275/
314;Аристономия;Акунин Борис;Захаров;754;/books/331122/
315;Грешник;Скотт Эмма;Freedom;690;/books/920552/
316;Претендент. Сила рода;Вяч Павел;Альфа-книга;504;/books/920593/
317;Профессионал. Один в поле воин;Тюрин Виктор Иванович;АСТ;513;/books/947179/
318;Дракула. Самая полная версия;Стокер Брэм;Алгоритм;1953;/books/940654/
319;Брачный офицер;Капелла Энтони;Аркадия;374;/books/740144/
320;Младшая сестра Смерти;Станиславская Елена Николаевна;Манн, Иванов и Фербер;633;/books/930329/
321;Внучка;Шлинк Бернхард;Иностранка;705;/books/922868/
322;Бисцион. Книга 2;Шерри Ана;Эксмо-Пресс;614;/books/937917/
323;Тень и кость;Бардуго Ли;АСТ;604;/books/633006/
324;Архипелаг ГУЛАГ;Солженицын Александр Исаевич;Азбука;1302;/books/914167/
325;Дикие лебеди. Три дочери Китая;Юн Чжан;Аркадия;1133;/books/810910/
