;title;author;pub_house;price;link
119;Ведьмы Тихого ручья. Колдовской сезон;Дейд Айла;Freedom;914;/books/940139/
120;Приключения Оливера Твиста;Диккенс Чарльз;Лабиринт;1440;/books/849541/
121;Вторая жизнь Уве;Бакман Фредрик;Синдбад;527;/books/835733/
122;Претендент. Память рода;Вяч Павел;Альфа-книга;416;/books/926159/
123;Тень. Том 1;Жильцова Наталья Сергеевна;Эксмо;1388;/books/946748/
124;Выстрел мимо цели;Осман Ричард Томас;Манн, Иванов и Фербер;474;/books/921398/
125;Ложится мгла на старые ступени;Чудаков Александр Павлович;Азбука;729;/books/924350/
126;Повесть о настоящем человеке;Полевой Борис Николаевич;Речь;1839;/books/627446/
127;До встречи в книжном;Ales, Багрий, Ракша;Манн, Иванов и Фербер;389;/books/942593/
128;Убить королеву;Бекер Вирджиния;Аркадия;282;/books/768331/
129;Карты. Нечисть. Безумие. Рассказы русских писателей;Гоголь, Лермонтов, Брюсов;Эксмо;973;/books/930963/
130;Остров русалок;Си Лиза;Аркадия;554;/books/869226/
131;Тень евнуха;Кабре Жауме;Иностранка;586;/books/948192/
132;Испанский любовный обман;Армас Елена;Inspiria;497;/books/925670/
133;Тихий Дон (комплект из 2-х книг);Шолохов Михаил Александрович;Эксмо;914;/books/766605/
134;Тайна всегда со мной;Полякова, Полякова;Эксмо;690;/books/948768/
135;Тринадцатая карта;Омер Майк;Inspiria;374;/books/951833/
136;Убийца в толпе. Шиллинг на свечи. Дело о похищении Бетти Кейн;Тэй Джозефина;Иностранка;599;/books/943925/
137;Семь престолов;Струкул Маттео;Аркадия;394;/books/785222/
138;Тихий Дон. В 4-х книгах;Шолохов Михаил Александрович;Речь;5168;/books/616505/
139;Сестры озерных вод;Птицева Ольга;Popcorn Books;720;/books/945912/
140;Доктор Красавчик;Сокол Лена;Эксмо;566;/books/944319/
141;Зверобой;Купер Джеймс Фенимор;Лабиринт;1520;/books/849542/
142;Евгений Онегин;Пушкин Александр Сергеевич;Речь;1909;/books/669673/
143;Улица Ручей. Том 1. Накануне;Линде Юлия Владимировна;Пять четвертей;1737;/books/792393/
144;Приключения пани Иоанны. Начало. Комплект из 3-х книг;Хмелевская Иоанна;Аркадия;1531;/books/931180/
145;Тайна отца Брауна;Честертон Гилберт Кит;Издательский дом Мещерякова;330;/books/609525/
146;Баллада о змеях и певчих птицах;Коллинз Сьюзен;АСТ;604;/books/757906/
147;Граф Монте-Кристо. В 2-х томах;Дюма Александр;Иностранка;1564;/books/912702/
148;И в горе, и в радости;Мэйсон Мег;Inspiria;740;/books/927069/
149;Избранные произведения;Куприн Александр Иванович;Речь;930;/books/616506/
150;Тринадцать;Кавана Стив;Inspiria;798;/books/934637/
151;Мир Вальдиры. Ведомости Бульквариуса;Михайлов Дем;АСТ;1031;/books/951988/
152;Настройщик;Мейсон Дэниел;Фантом Пресс;709;/books/939637/
153;Базар гоблинов и другие стихи;Россетти Кристина Джорджина;Октопус;678;/books/717987/
154;Спой мне о забытом;Олсон Джессика С.;Эксмо;711;/books/938143/
155;Алая аура протопарторга. Абсолютно правдивые истории о кудесниках, магах и нечисти;Лукин Евгений Юрьевич;Азбука;1057;/books/948196/
156;Полное собрание романов, повестей, рассказов в одном томе;Булгаков Михаил Афанасьевич;Альфа-книга;854;/books/170798/
157;Полиция памяти;Огава Ёко;Поляндрия  No Age;539;/books/776648/
158;Детство. Отрочество. Юность;Толстой Лев Николаевич;Речь;1835;/books/624027/
159;Там, где раки поют;Оуэнс Делия;Фантом Пресс;697;/books/728444/
160;Записки охотника;Тургенев Иван Сергеевич;Рипол-Классик;3178;/books/906587/
161;Мойры сплели свои нити;Степанова Татьяна Юрьевна;Эксмо;545;/books/945888/
162;Лавка дурных снов;Кинг Стивен;АСТ;1194;/books/952841/
163;Утренняя звезда;Браун Пирс;Азбука;722;/books/952908/
164;Айвенго;Скотт Вальтер;Альфа-книга;490;/books/623462/
165;Замок Броуди;Кронин Арчибалд Джозеф;Иностранка;843;/books/532907/
166;Призраки дома на Горького;Рождественская Екатерина Робертовна;Питер;850;/books/947793/
167;Дикая Флетчер;Такер К. А.;АСТ;589;/books/941316/
168;Королевство крыльев и руин;Маас Сара Дж.;Азбука;918;/books/914292/
169;Мотель «Вечерняя заря»;Сент-Джеймс Симона;Синдбад;655;/books/952643/
170;Дракула. Самая полная версия;Стокер Брэм;Алгоритм;2676;/books/940654/
171;Сила и ярость Юга;Александрова Евгения Александровна;Эксмо;740;/books/952512/
172;Медвежий угол;Бакман Фредрик;Синдбад;665;/books/673048/
173;Избранные произведения. Стихотворения и поэмы;Некрасов Николай Алексеевич;Речь;1028;/books/624025/
174;Елизавета Йоркская. Последняя Белая роза;Уэйр Элисон;Азбука;830;/books/954720/
175;Убить пересмешника…;Ли Харпер;АСТ;394;/books/621296/
176;Исповедь демонолога;Сакрытина Мария Николаевна;Freedom;832;/books/940110/
177;Проклятые короли. Негоже лилиям прясть. Французская волчица;Дрюон Морис;Иностранка;661;/books/939706/
178;"Зверобой; Последний из могикан; Следопыт; Пионеры; Прерия. Полное издание в одном томе";Купер Джеймс Фенимор;Альфа-книга;1056;/books/253629/
179;Тихая пристань;Рожнёва Ольга Леонидовна;Сретенский ставропигиальный мужской монастырь;742;/books/941242/
180;Тени исчезают в полдень;Иванов Анатолий Степанович;Азбука;843;/books/917953/
181;Пятый Дракон;Арден Лия;Эксмо;690;/books/934568/
182;Евгений Онегин;Пушкин Александр Сергеевич;Манн, Иванов и Фербер;485;/books/930332/
183;Воскресение;Толстой Лев Николаевич;Азбука;767;/books/951978/
184;Фея твоих кошмаров;Жильцова, Ушкова;Эксмо;545;/books/941820/
185;Ересь Хоруса. Книга II. Полет Эйзенштейна. Фулгрим. Сошествие Ангелов (иллюстрированное);Макнилл, Сваллоу, Сканлон;Фантастика;1855;/books/760571/
186;Корриколо;Дюма Александр;Вече;593;/books/956782/
187;Все, чего я не сказала;Инг Селеста;Фантом Пресс;697;/books/578116/
188;Бандит. Принц;Щепетнов Евгений Владимирович;Эксмо;773;/books/947419/
189;Унесенные ветром. Комплект из 2-х книг;Митчелл Маргарет;Эксмо;1803;/books/932825/
190;Наследники земли;Фальконес Ильдефонсо;Азбука;660;/books/949447/
191;Лавр;Водолазкин Евгений Германович;Редакция Елены Шубиной;986;/books/364570/
192;Найди меня;Фрейзер Энн;Аркадия;662;/books/848208/
193;Королевство шипов и роз;Маас Сара Дж.;Азбука;722;/books/914296/
194;Дикий, дикий Запад;Демина Карина;АСТ;533;/books/954870/
195;Код 612. Кто убил Маленького принца?;Бюсси Мишель;Фантом Пресс;697;/books/923081/
196;Тень и искры;Арментроут Дженнифер;АСТ;902;/books/935480/
197;Истинный князь;Шелег Дмитрий Витальевич;Альфа-книга;368;/books/903773/
198;Шумерские мифы. От Всемирного потопа и эпоса о Гильгамеше до бога Энки и птицы Анзуд;Чмеленко Юлия;Манн, Иванов и Фербер;899;/books/876012/
199;Смерть дублера;Стаут Рекс;Иностранка;586;/books/951803/
200;Все из-за тебя;Лавринович Ася;Like Book;545;/books/925018/
201;Оружейный остров;Гош Амитав;Фантом Пресс;721;/books/956570/
202;Капитан Арена;Дюма Александр;Вече;593;/books/949356/
203;Собрание сочинений в пяти томах;Довлатов Сергей Донатович;Азбука;3698;/books/917575/
204;Тихий Дон;Шолохов Михаил Александрович;Азбука;1128;/books/914176/
205;Пехотная баллада;Пратчетт Терри;Эксмо;711;/books/944359/
206;Шери и Лари. Черный охотник;Петров Денис А.;Альфа-книга;541;/books/926160/
207;Мастер и Маргарита. Коллекционное иллюстрированное издание;Булгаков Михаил Афанасьевич;Алгоритм;2491;/books/562263/
208;Пока бьётся сердце;Хартманн Дженнифер;Freedom;759;/books/945597/
209;Имя розы;Эко Умберто;Corpus;1505;/books/303783/
210;Семь сестер. Потерянная сестра;Райли Люсинда;Эксмо;1387;/books/925085/
211;Темные тайны;Русенфельдт Ханс;АСТ;490;/books/951555/
212;Рассказы и повести. 1883-1891;Чехов Антон Павлович;Речь;1998;/books/612889/
213;Преступление и наказание;Достоевский Федор Михайлович;Речь;2300;/books/588504/
214;Проклятые короли. Железный король. Узница Шато-Гайара. Яд и корона;Дрюон Морис;Иностранка;965;/books/935227/
215;Лолита;Набоков Владимир Владимирович;Corpus;669;/books/811681/
216;Белая как снег;Бьорк Самюэль;АСТ;404;/books/952001/
217;Путешествие дилетантов. Избранные произведения;Окуджава Булат Шалвович;Азбука;1007;/books/950217/
218;Запретный плод;Искандер Фазиль Абдулович;Текст;854;/books/938848/
219;Чужое имя. Тайна королевского приюта для детей;Коуэн Джастин;Бомбора;690;/books/938729/
220;У любви на крючке;Бейли Тесса;Inspiria;600;/books/950117/
221;Мельница на Флоссе;Элиот Джордж;Иностранка;855;/books/948191/
222;Дон Кавелли и папский престол;Конти Дэвид;Аркадия;519;/books/869228/
223;Шестерка воронов;Бардуго Ли;АСТ;427;/books/635534/
224;Горбун, или Маленький Парижанин;Феваль Поль;Азбука;918;/books/951975/
225;Возвращение царя обезьян;Белянин, Менделеева;Альфа-книга;697;/books/951581/
226;Королевство гнева и тумана;Маас Сара Дж.;Азбука;843;/books/914291/
227;Три мушкетера;Дюма Александр;Иностранка;578;/books/912705/
228;Ревизор;Гоголь Николай Васильевич;Речь;854;/books/634513/
229;Архивы Дрездена. История призрака. Холодные дни;Батчер Джим;Азбука;1057;/books/944938/
230;Режьте, братцы, режьте. Сборник рассказов;Твен Марк;Текст;598;/books/849545/
231;Братья Карамазовы. В 2-х книгах.;Достоевский Федор Михайлович;Речь;3551;/books/620392/
232;Атлантарктида. Дикий, дикий Норд. Из глубины;Головачев Василий Васильевич;Эксмо;1928;/books/952137/
233;Гонка за смертью;Гэлли Бен;fanzon;914;/books/946751/
234;На изящном. Мифы в искусстве. Современный взгляд на древнегреческие мифы;Аборонова Мария;Бомбора;1388;/books/954957/
235;До февраля;Идиатуллин Шамиль Шаукатович;Редакция Елены Шубиной;902;/books/940800/
236;Убийство в городе без имени;Хигасино Кэйго;Inspiria;690;/books/941612/
237;Тарас Бульба;Гоголь Николай Васильевич;АСТ;289;/books/621166/
238;Русские народные сказки. Полное издание в одном томе;Афанасьев Александр Николаевич;Альфа-книга;836;/books/169946/
239;Неведение отца Брауна;Честертон Гилберт Кит;Издательский дом Мещерякова;330;/books/609524/
240;Брюнетка в академии. Любимая игрушка повелителя;Одувалова Анна Сергеевна;Эксмо;545;/books/941806/
241;451 градус по Фаренгейту;Брэдбери Рэй;Эксмо;657;/books/907758/
242;Лебединая дорога;Семенова Мария Васильевна;Азбука;963;/books/949441/
243;Чисто шведские убийства. Отпуск в раю;де, Нильссон;Манн, Иванов и Фербер;757;/books/881493/
244;Рассказы и повести. 1892-1903;Чехов Антон Павлович;Речь;2398;/books/612895/
245;Дом, в котором... (подарочное издание);Петросян Мариам;Livebook;1826;/books/560484/
246;Наш дом — СССР;Мишин Виктор;АСТ;513;/books/951995/
247;Карма. В 2-х томах;Громыко Ольга Николаевна;Альфа-книга;734;/books/855808/
248;Дело, которому ты служишь. Дорогой мой человек;Герман Юрий Павлович;Азбука;661;/books/935973/
249;Претендент. Сила рода;Вяч Павел;Альфа-книга;468;/books/920593/
250;Отверженные. Комплект из 2-х книг;Гюго Виктор;Азбука;2605;/books/917081/
251;Исповедь моего сердца;Оутс Джойс Кэрол;Текст;355;/books/746139/
252;Требуется жених. Людей просьба не беспокоить!;Платунова Анна Сергеевна;Эксмо;657;/books/944732/
253;Мертвые души;Гоголь Николай Васильевич;АСТ;215;/books/475816/
254;Любовь вслепую;Мелан Вероника;Т8;1276;/books/956453/
255;Темный лес;Лю Цысинь;Fanzon;932;/books/622004/
256;Библиотекарь;Елизаров Михаил Юрьевич;Редакция Елены Шубиной;941;/books/719241/
257;Академия Горгулий. Избранница дракона;Обухова Елена Александровна;Эксмо;566;/books/955160/
258;Таинственный остров;Верн Жюль;Альфа-книга;904;/books/570599/
259;Старшая Эдда;Без автора;Манн, Иванов и Фербер;857;/books/921954/
260;Улыбнись мне, Артур Эдинброг;Крейн Антонина;Эксмо;690;/books/926340/
261;Полное собрание сочинений в одном томе;Пушкин Александр Сергеевич;Альфа-книга;1102;/books/163838/
262;Всевышнее вторжение;Дик Филип Киндред;Эксмо;715;/books/952140/
263;Осенняя жатва;Гуцол Мария;Эйфория;1009;/books/947492/
264;Красавицы Бостона. Охотник;Шэн Л. Дж.;Freedom;832;/books/940134/
265;Принц Ардена;Анри Софи;Freedom;832;/books/934417/
266;Жутко громко и запредельно близко;Фоер Джонатан Сафран;Like Book;1325;/books/848749/
267;Вино из одуванчиков;Брэдбери Рэй;Эксмо;624;/books/694999/
268;Ходячее проклятье в Академии магии;Гришина Марина Анатольевна;Эксмо;657;/books/943009/
269;1984;Оруэлл Джордж;Текст;346;/books/790566/
270;Полный сантехник;Слава Сэ;АСТ;1135;/books/665406/
271;Аукцион волшебного хлама;Донцова Дарья Аркадьевна;Эксмо;740;/books/952138/
272;Молчание цвета;Абгарян Наринэ Юрьевна;АСТ;649;/books/901282/
273;Дети капитана Гранта;Верн Жюль;Нигма;3620;/books/476474/
274;"Отель ""Манифик""";Тейлор Эмили Дж.;Like Book;759;/books/942463/
275;Королевство серебряного пламени;Маас Сара Дж.;Азбука;917;/books/914294/
276;Дикие лебеди. Три дочери Китая;Юн Чжан;Аркадия;1038;/books/810910/
277;Собор. Роман о петербургском зодчем;Измайлова Ирина Александровна;Азбука;767;/books/914180/
278;Лекарь-возлюбленный. Призрачный обряд;Моран Маша;АСТ;352;/books/952230/
279;Кровавая свадьба;Гарсиа Лорка Федерико;Текст;237;/books/764692/
280;Сердца трех;Лондон Джек;Качели;792;/books/792194/
281;Анна Каренина;Толстой Лев Николаевич;Речь;2557;/books/588501/
282;Бабушка велела кланяться и передать, что просит прощения;Бакман Фредрик;Синдбад;632;/books/835734/
283;"Проект ""Аве Мария""";Вейер Энди;АСТ;694;/books/835512/
284;Капитан Фракасс;Готье Теофиль;Издательский дом Мещерякова;439;/books/581590/
285;"Князь тьмы. Полная история ""Мастера и Маргариты""";Булгаков Михаил Афанасьевич;Азбука;1170;/books/914137/
286;Уснут не все;Нэвилл Адам;АСТ;623;/books/949167/
287;Черные кувшинки;Бюсси Мишель;Фантом Пресс;721;/books/824613/
288;Мастер и Маргарита;Булгаков Михаил Афанасьевич;Манн, Иванов и Фербер;610;/books/944380/
289;Все красное;Хмелевская Иоанна;Аркадия;576;/books/838689/
290;Всё о Манюне;Абгарян Наринэ Юрьевна;Астрель;1356;/books/343799/
291;Три товарища;Ремарк Эрих Мария;АСТ;235;/books/655706/
292;Остров доктора Моро. Человек-невидимка;Уэллс Герберт Джордж;Речь;536;/books/717883/
293;Муассанитовая вдова;Селина Катрин;АСТ;533;/books/954575/
294;Полное собрание сочинений в одном томе;Лермонтов Михаил Юрьевич;Альфа-книга;1003;/books/195372/
295;Роковой подарок;Устинова Татьяна Витальевна;Эксмо-Пресс;317;/books/947643/
296;Собачье сердце;Булгаков Михаил Афанасьевич;АСТ;161;/books/690049/
297;Микки-7;Эштон Эдвард;Аркадия;749;/books/848214/
298;Гиблые земли;Нури Альбина;Эксмо;566;/books/952133/
299;Записки о Шерлоке Холмсе;Дойл Артур Конан;Издательский дом Мещерякова;566;/books/621724/
300;Полное собрание рассказов и повестей в одном томе;Тургенев Иван Сергеевич;Альфа-книга;968;/books/645610/
301;Dracondaz. Энтони. Дорога к дракону;Бондарев, Хорев, Карамушкин;Бомбора;1031;/books/926746/
302;Трагедии;Шекспир Уильям;Иностранка;843;/books/912783/
303;Попала, или Любовь тирана;Чернованова Валерия Михайловна;АСТ;533;/books/954962/
304;Северная Корона. Против ветра;Джейн Анна;АСТ;728;/books/945035/
305;Вечная жизнь Смерти;Лю Цысинь;Fanzon;1206;/books/653704/
306;Александровскiе кадеты. В 2-х томах;Перумов Ник Даниилович;Альфа-книга;339;/books/824440/
307;Пиковая дама;Пушкин Александр Сергеевич;Качели;810;/books/721397/
308;Две жизни. Все книги в одной. Обновленная редакция;Антарова Конкордия Евгеньевна;АСТ;1991;/books/864377/
309;Приключения Оливера Твиста;Диккенс Чарльз;Речь;1126;/books/635811/
310;Университет Специальных Чар. Пощады, маэстрина!;Завойчинская Милена Валерьевна;Эксмо;545;/books/936521/
311;Внучка;Шлинк Бернхард;Иностранка;705;/books/922868/
312;Мастер и Маргарита. С комментариями;Булгаков Михаил Афанасьевич;Фонд «Московское время»;2351;/books/783144/
313;Лишние дети;Костелоу Дайни;Аркадия;946;/books/838684/
314;Воспоминания о прошлом Земли. Трилогия;Лю Цысинь;Эксмо;1704;/books/720633/
315;Азазель;Акунин Борис;Захаров;562;/books/94329/
316;Птицы. Не позже полуночи и другие истории;Дюморье Дафна;Иностранка;1057;/books/936368/
317;Сильмариллион;Толкин Джон Рональд Руэл;АСТ;1894;/books/487764/
318;Стрижи;Арамбуру Фернандо;Corpus;1407;/books/923008/
319;Сердце Солнечного воина;Тань Сью Линн;Манн, Иванов и Фербер;692;/books/931768/
320;Рубиновый лес;Гор Анастасия;Эксмо;711;/books/925674/
321;Кукловоды. Дверь в лето. Двойная звезда. Звездный десант;Хайнлайн Роберт Энсон;Азбука;1038;/books/935980/
