;title;author;pub_house;price;link
290;Ледяное пламя;Ломтева Ольга;Т8;1668;/books/945919/
291;Приключения пани Иоанны. Начало. Комплект из 3-х книг;Хмелевская Иоанна;Аркадия;1531;/books/931180/
292;Код 612. Кто убил Маленького принца?;Бюсси Мишель;Фантом Пресс;697;/books/923081/
293;Сезон отравленных плодов;Богданова Вера Олеговна;Редакция Елены Шубиной;669;/books/850414/
294;Вниз, сквозь ветки и кости;Макгвайр Шеннон;Дом историй;865;/books/935889/
295;Ходячее проклятье в Академии магии;Гришина Марина Анатольевна;Эксмо;480;/books/943009/
296;Маленькие женщины;Олкотт Луиза Мэй;Манн, Иванов и Фербер;485;/books/925680/
297;Обитель;Прилепин Захар;Редакция Елены Шубиной;1304;/books/434874/
298;Рассказы и повести. 1892-1903;Чехов Антон Павлович;Речь;2198;/books/612895/
299;Преступление и наказание;Достоевский Федор Михайлович;Речь;2108;/books/588504/
300;Дети капитана Гранта;Верн Жюль;Альфа-книга;390;/books/322414/
301;Дон Кавелли и мертвый кардинал;Конти Дэвид;Аркадия;557;/books/860554/
302;Восход Черного Солнца и другие галактические одиссеи;Каттнер Генри;Азбука;892;/books/941251/
303;Вино из одуванчиков;Брэдбери Рэй;Эксмо;456;/books/694999/
304;Внучка;Шлинк Бернхард;Иностранка;705;/books/922868/
305;Жутко громко и запредельно близко;Фоер Джонатан Сафран;Like Book;1325;/books/848749/
306;Приключения Оливера Твиста;Диккенс Чарльз;Речь;1126;/books/635811/
307;1984;Оруэлл Джордж;Текст;461;/books/790566/
308;Книги Земноморья. Полное иллюстрированное издание;Ле Гуин Урсула;Азбука;2681;/books/914260/
309;Воскресение;Толстой Лев Николаевич;Азбука;767;/books/951978/
310;Хранитель;Шеперд Кэтрин;Inspiria;583;/books/947441/
311;Настоящее прошлое. Каждому по делам его;Злотников Роман Валерьевич;Эксмо;583;/books/941811/
312;Божественная комедия с иллюстрациями Гюстава Доре;Алигьери Данте;АСТ;1602;/books/625196/
313;Арктический клуб любителей карри;Редд Дани;Дом историй;1512;/books/935888/
314;Метель, или Барыня-попаданка. В вихре времени;Добровольская Наталья Алексеевна;АСТ;513;/books/948774/
315;Лавр;Водолазкин Евгений Германович;Редакция Елены Шубиной;986;/books/364570/
316;Благие знамения;Пратчетт, Гейман;Эксмо;668;/books/878781/
317;Королевство крыльев и руин;Маас Сара Дж.;Азбука;918;/books/914292/
318;Наследница древней магии;Казакова Светлана;Альфа-книга;150;/books/817430/
319;История рыжего демона;Шекли, Желязны;АСТ;1407;/books/952399/
320;Единственная для князя. Как долго я тебя искал;Боярова Мелина;Т8;1163;/books/943809/
321;Желание;Вульф Трейси;Like Book;959;/books/857242/
322;Туманы и чудовища;Шабнова Екатерина;Манн, Иванов и Фербер;675;/books/937957/
323;К западу от Эдема. Зима в Эдеме. Возвращение в Эдем;Гаррисон Гарри;Азбука;1038;/books/945709/
