;title;author;pub_house;price;link
88;Мастер и Маргарита;Булгаков Михаил Афанасьевич;Верже;7258;/books/606810/
89;Тень евнуха;Кабре Жауме;Иностранка;855;/books/948192/
90;Путешествие к себе. Большая Панда и Маленький Дракон. Медитативная история;Норбури Джеймс;Манн, Иванов и Фербер;1088;/books/859383/
91;Тихий Дон. В 4-х книгах;Шолохов Михаил Александрович;Речь;6202;/books/616505/
92;Пламенный Клинок;Вудинг Крис;Аркадия;886;/books/778937/
93;Уснут не все;Нэвилл Адам;АСТ;623;/books/949167/
94;Тачдаун;Рэйн Сола;АСТ;533;/books/947190/
95;Улыбнись мне, Артур Эдинброг;Крейн Антонина;Эксмо;690;/books/926340/
96;Лихо. Медь и мёд;Лехчина Яна;Эксмо;607;/books/935883/
97;Улица Ручей. Том 2. Отступление;Линде Юлия Владимировна;Пять четвертей;1728;/books/819014/
98;Избранные произведения;Куприн Александр Иванович;Речь;1395;/books/616506/
99;Жизнь Дэвида Копперфилда, рассказанная им самим. В 2-х томах;Диккенс Чарльз;Речь;2768;/books/635826/
100;Особое положение;Вудворт, Васина;АСТ;513;/books/947169/
101;Улица Ручей. Том 1. Накануне;Линде Юлия Владимировна;Пять четвертей;1603;/books/792393/
102;Тимьян и клевер;Ролдугина Софья Валерьевна;Т8;2028;/books/843614/
103;В поисках утраченного времени. В 2-х т. Т. 2. Содом и Гоморра. Пленница. Беглянка. Обретенное время;Пруст Марсель;Альфа-книга;2808;/books/199746/
104;Война и мир. Комлект из 2-х книг;Толстой Лев Николаевич;Азбука;1526;/books/914171/
105;Славянские мифы. От Велеса и Мокоши до птицы Сирин и Ивана Купалы;Баркова Александра Леонидовна;Манн, Иванов и Фербер;1034;/books/825915/
106;Чагин;Водолазкин Евгений Германович;Редакция Елены Шубиной;986;/books/882285/
107;Ложится мгла на старые ступени;Чудаков Александр Павлович;Азбука;729;/books/924350/
108;Мерзкая семерка;Джонстон Кэмерон;fanzon;607;/books/935878/
109;Идиот;Достоевский Федор Михайлович;Время;493;/books/569489/
110;Истинный князь;Шелег Дмитрий Витальевич;Альфа-книга;515;/books/903773/
111;Чужое имя. Тайна королевского приюта для детей;Коуэн Джастин;Бомбора;504;/books/938729/
112;Викинг. Гнев Севера;Мазин Александр Владимирович;Феникс;916;/books/945135/
113;Титус один. Книга 3;Пик Мервин;Livebook;2880;/books/851749/
114;Горменгаст. Книга 2;Пик Мервин;Livebook;4800;/books/851748/
115;Молль Флендерс;Дефо Даниель;Текст;397;/books/799163/
116;Ужас Данвича;Лавкрафт Говард Филлипс;Азбука;1394;/books/941247/
117;Убить королеву;Бекер Вирджиния;Аркадия;563;/books/768331/
118;Зверобой;Купер Джеймс Фенимор;Лабиринт;1520;/books/849542/
119;Кровавая свадьба;Гарсиа Лорка Федерико;Текст;474;/books/764692/
120;Посмертные записки Пиквикского клуба. В 2-х томах;Диккенс Чарльз;Речь;2768;/books/631687/
121;Мельница на Флоссе;Элиот Джордж;Иностранка;855;/books/948191/
122;Собачья смерть;Акунин-Чхартишвили;Захаров;973;/books/923362/
123;Крест и крыло;Гончарова Галина Дмитриевна;АСТ;558;/books/944427/
124;Пятый Дракон;Арден Лия;Эксмо;690;/books/934568/
125;Стальные боги;Ахтар Замиль;fanzon;539;/books/937918/
126;Не злите добрую колдунью!;Ефиминюк Марина Владимировна;Эксмо;480;/books/944318/
127;И в горе, и в радости;Мэйсон Мег;Inspiria;614;/books/927069/
128;Повесть о настоящем человеке;Полевой Борис Николаевич;Речь;1672;/books/627446/
129;Евгений Онегин;Пушкин Александр Сергеевич;Речь;1591;/books/669673/
130;Галерея женщин. Цепи счастья;Драйзер Теодор;Иностранка;855;/books/950196/
131;Карты. Нечисть. Безумие. Рассказы русских писателей;Гоголь, Лермонтов, Брюсов;Эксмо;710;/books/930963/
132;Мастер и Маргарита. Коллекционное иллюстрированное издание;Булгаков Михаил Афанасьевич;Алгоритм;2060;/books/562263/
133;Повесть о жизни;Паустовский Константин Георгиевич;Азбука;1302;/books/914162/
134;Дети капитана Гранта;Верн Жюль;Альфа-книга;439;/books/322414/
135;Миндаль;Сон Вон Пхён;Поляндрия  No Age;764;/books/870765/
136;Сердце Солнечного воина;Тань Сью Линн;Манн, Иванов и Фербер;692;/books/931768/
137;Звёздные войны. Расцвет Республики. Павшая звезда;Грей Клаудия;fanzon;650;/books/944716/
138;Братья Карамазовы. В 2-х книгах.;Достоевский Федор Михайлович;Речь;3551;/books/620392/
139;Дон Кавелли и папский престол;Конти Дэвид;Аркадия;519;/books/869228/
140;Лебединая дорога;Семенова Мария Васильевна;Азбука;963;/books/949441/
141;Большие надежды;Диккенс Чарльз;Время;422;/books/575179/
142;Поместье с привидениями;Мартова Людмила;Эксмо;437;/books/947276/
143;Приключения Оливера Твиста;Диккенс Чарльз;Речь;1688;/books/635811/
144;Момент истины. В августе сорок четвертого…;Богомолов Владимир Осипович;Речь;1076;/books/640591/
145;Ходящие в ночи. Книга 3. Пленники раздора;Харитонова, Казакова;Т8;737;/books/936752/
146;Неведение отца Брауна;Честертон Гилберт Кит;Издательский дом Мещерякова;248;/books/609524/
147;Брокен-Харбор;Френч Тана;Фантом Пресс;1147;/books/943224/
148;Всадник без головы;Майн Рид Томас;Верже;8518;/books/654917/
149;Медвежий угол;Бакман Фредрик;Синдбад;665;/books/673048/
150;Высшая школа библиотекарей. Том 1;Завойчинская Милена Валерьевна;Эксмо;1097;/books/935880/
151;Продажное королевство;Бардуго Ли;АСТ;669;/books/639917/
152;К западу от Эдема. Зима в Эдеме. Возвращение в Эдем;Гаррисон Гарри;Азбука;1038;/books/945709/
153;Полное собрание произведений о Шерлоке Холмсе в одном томе;Дойл Артур Конан;Альфа-книга;898;/books/149372/
154;Арианна и дары забытых богов;Рэй Анна;Альфа-книга;94;/books/627382/
155;Тринадцатая Мара;Мелан Вероника;Т8;1218;/books/944767/
156;Закон забвения;Харрис Роберт;Азбука;830;/books/948789/
157;Тайна отца Брауна;Честертон Гилберт Кит;Издательский дом Мещерякова;248;/books/609525/
158;Вниз, сквозь ветки и кости;Макгвайр Шеннон;Дом историй;1349;/books/935889/
159;Избранные произведения. Стихотворения и поэмы;Некрасов Николай Алексеевич;Речь;1542;/books/624025/
160;Всё о Манюне;Абгарян Наринэ Юрьевна;Астрель;1356;/books/343799/
161;Двадцать тысяч лье под водой;Верн Жюль;Альфа-книга;403;/books/333542/
162;Анна Каренина;Толстой Лев Николаевич;Речь;2789;/books/588501/
163;Портрет Лукреции. Трагическая история Медичи;О`Фаррелл Мэгги;Inspiria;650;/books/944365/
164;Проклятые короли. Железный король. Узница Шато-Гайара. Яд и корона;Дрюон Морис;Иностранка;965;/books/935227/
165;Кровь богов;Иггульден Конн;Азбука;843;/books/945255/
166;"Японские мифы. От кицунэ и ёкаев до ""Звонка"" и ""Наруто""";Фридман Джошуа;Манн, Иванов и Фербер;899;/books/860378/
167;Северная Корона. Против ветра;Джейн Анна;АСТ;809;/books/945035/
168;Момент истины. В августе сорок четвертого;Богомолов Владимир Осипович;Азбука;855;/books/914135/
169;Микки-7;Эштон Эдвард;Аркадия;691;/books/848214/
170;Таинственный остров;Верн Жюль;Альфа-книга;439;/books/375454/
171;Приключения Оливера Твиста;Диккенс Чарльз;Лабиринт;1440;/books/849541/
172;Проклятые короли. Негоже лилиям прясть. Французская волчица;Дрюон Морис;Иностранка;965;/books/939706/
173;Тень и искры;Арментроут Дженнифер;АСТ;1022;/books/935480/
174;Тайная история;Тартт Донна;Corpus;1135;/books/466703/
175;Задача трех тел;Лю Цысинь;Fanzon;875;/books/610958/
176;Школа хороших матерей;Чан Джессамин;Inspiria;607;/books/938144/
177;Шумерские мифы. От Всемирного потопа и эпоса о Гильгамеше до бога Энки и птицы Анзуд;Чмеленко Юлия;Манн, Иванов и Фербер;899;/books/876012/
178;Королевская кровь. Проклятый трон. Связанные судьбы;Котова Ирина Владимировна;Эксмо;959;/books/935869/
179;Воскресение;Толстой Лев Николаевич;Речь;1431;/books/620394/
180;Хоббит, или Туда и обратно;Толкин Джон Рональд Руэл;АСТ;1304;/books/701977/
181;Капитан Фракасс;Готье Теофиль;Издательский дом Мещерякова;329;/books/581590/
182;Поступь Слейпнира;Трофимов Ерофей;АСТ;1031;/books/942899/
183;Птицы. Не позже полуночи и другие истории;Дюморье Дафна;Иностранка;1057;/books/936368/
184;Сезон отравленных плодов;Богданова Вера Олеговна;Редакция Елены Шубиной;669;/books/850414/
185;Арктический клуб любителей карри;Редд Дани;Дом историй;1512;/books/935888/
186;Святые Спасения;Гамильтон Питер;Фантастика;1159;/books/942267/
187;Молчание цвета;Абгарян Наринэ Юрьевна;АСТ;649;/books/901282/
188;Наследники земли;Фальконес Ильдефонсо;Азбука;963;/books/949447/
189;Восход Черного Солнца и другие галактические одиссеи;Каттнер Генри;Азбука;1302;/books/941251/
190;Сочинские рассказы;Волкодав Юлия;Т8;893;/books/940434/
191;Ходящие в ночи. Книга 1. Жнецы страданий;Харитонова, Казакова;Т8;627;/books/936757/
192;Зенитчик;Полищук Вадим Васильевич;АСТ;1031;/books/948205/
193;"Между ""привет"" и ""прощай""";Скотт Эмма;Freedom;690;/books/929742/
194;Сперонара;Дюма Александр;Вече;593;/books/939319/
195;Старшая Эдда;Без автора;Манн, Иванов и Фербер;857;/books/921954/
196;Жизнь мальчишки;Маккаммон Роберт;Азбука;843;/books/917797/
197;Томас-бард;Кашнер Эллен;Аркадия;192;/books/775736/
198;Дьявол носит черный;Шэн Л. Дж.;Freedom;607;/books/927161/
199;Жизнь на общем языке;Алюшина Татьяна Александровна;Эксмо;469;/books/944392/
200;Дон Кавелли и мертвый кардинал;Конти Дэвид;Аркадия;557;/books/860554/
201;Убийство в городе без имени;Хигасино Кэйго;Inspiria;607;/books/941612/
202;Пепел;Сью Ники;Freedom;607;/books/941484/
203;Домашний зверинец;Готье Теофиль;Текст;294;/books/743510/
204;Барбизон. В отеле только девушки;Брен Паулина;Рипол-Классик;915;/books/910579/
205;Шестерка воронов;Бардуго Ли;АСТ;623;/books/635534/
206;Многорукий бог далайна;Логинов Святослав Владимирович;Азбука;986;/books/937238/
207;Черные кувшинки;Бюсси Мишель;Фантом Пресс;832;/books/824613/
208;Воздушный атташе;Журавлева Юлия Викторовна;Т8;1266;/books/948701/
209;Любовь моя, Анайя;Миллер Ксандер;Аркадия;550;/books/801291/
210;Пленённая принцесса;Ларк Софи;Freedom;711;/books/935165/
211;Крылья к резюме обязательны!;Мамаева Надежда Николаевна;Т8;1176;/books/940423/
212;Лисья нора;Сакавич Нора;Popcorn Books;528;/books/736909/
213;Рассказы и повести. 1883-1891;Чехов Антон Павлович;Речь;1998;/books/612889/
214;Арианна и Орден темного ангела;Рэй Анна;Альфа-книга;84;/books/582773/
215;Ересь Хоруса. Книга I. Возвышение Хоруса. Лживые боги. Галактика в огне;Абнетт, Макнилл, Каунтер;Фантастика;1855;/books/652646/
216;Вода в решете. Апокриф колдуньи;Бжезинская Анна;АСТ;740;/books/948213/
217;Имя розы;Эко Умберто;Corpus;1505;/books/303783/
218;Собрание сочинений в пяти томах;Довлатов Сергей Донатович;Азбука;3698;/books/917575/
219;Ходящие в ночи. Книга 2. Наследники скорби;Харитонова, Казакова;Т8;676;/books/936755/
220;Испанский любовный обман;Армас Елена;Inspiria;497;/books/925670/
221;1984;Оруэлл Джордж;Текст;461;/books/790566/
222;Чудовища рая;Хермансон Мари;Аркадия;634;/books/775737/
223;Что осталось от меня - твоё;Скотт Стефани;Аркадия;653;/books/796353/
224;Индийские мифы. От Кришны и Шивы до Вед и Махабхараты;Паттанаик Девдатт;Манн, Иванов и Фербер;1034;/books/802875/
225;Протагонист;Володина Ася;Редакция Елены Шубиной;669;/books/882036/
226;Цыпленок Лисы Патрикеевны;Донцова Дарья Аркадьевна;Эксмо;540;/books/947644/
227;Семь сестер. Потерянная сестра;Райли Люсинда;Эксмо;1387;/books/925085/
228;Правда;Пратчетт Терри;Эксмо;625;/books/932883/
229;Гиперболоид инженера Гарина;Толстой Алексей Николаевич;Верже;8000;/books/654919/
230;Бабушка велела кланяться и передать, что просит прощения;Бакман Фредрик;Синдбад;632;/books/835734/
231;Что видно отсюда;Леки Марьяна;Текст;512;/books/777803/
232;Скандал на драконьем факультете;Орлова Тальяна;Феникс;633;/books/948228/
233;Князь Серебряный;Толстой Алексей Константинович;Речь;1542;/books/631524/
234;Дитя Дракулы;Барнс Джонатан;Азбука;961;/books/949225/
235;Шпионка на отборе у дракона;Миленина Лидия Сергеевна;АСТ;513;/books/947452/
236;Некромант в яблоках;Веймар Ника;Эксмо;480;/books/938055/
237;Рубиновый лес;Гор Анастасия;Эксмо;711;/books/925674/
238;Ледяное пламя;Ломтева Ольга;Т8;1668;/books/945919/
239;Пер Гюнт;Ибсен Хенрик;Речь;2251;/books/707136/
240;Брак по любви;Али Моника;Синдбад;887;/books/925145/
241;Колымские рассказы;Шаламов Варлам Тихонович;Время;282;/books/635524/
242;Мальн. Кровь и стекло;Салье Мира;Freedom;607;/books/940108/
243;Наследница древней магии;Казакова Светлана;Альфа-книга;113;/books/817430/
244;Там, где раки поют;Оуэнс Делия;Фантом Пресс;805;/books/728444/
245;Унесенные ветром. Комплект из 2-х книг;Митчелл Маргарет;Эксмо;1316;/books/932825/
246;Полное собрание романов, повестей, рассказов в одном томе;Булгаков Михаил Афанасьевич;Альфа-книга;1009;/books/170798/
247;2666;Боланьо Роберто;АСТ;1699;/books/877667/
248;"По прозвищу ""Малюта""";Берг Александр;АСТ;513;/books/947168/
249;Состоятельная женщина. В 2-х книгах;Брэдфорд Барбара Тейлор;Текст;1224;/books/786763/
250;Жажда власти 4. Рестарт;Тармашев Сергей Сергеевич;АСТ;809;/books/940195/
251;В поисках утраченного времени. В 2-х томах. Т.1. В сторону Свана. Под сенью девушек в цвету. Германт;Пруст Марсель;Альфа-книга;2808;/books/199745/
252;Комната из стекла;Кливз Энн;Inspiria;583;/books/941808/
253;Все, чего я не сказала;Инг Селеста;Фантом Пресс;805;/books/578116/
254;Бесконечная шутка;Уоллес Дэвид Фостер;АСТ;1991;/books/671224/
255;Невеста света для стража тьмы;Александрова Евгения Александровна;Эксмо;480;/books/940659/
256;Ночь в тоскливом октябре. Подарочное иллюстрированное издание;Желязны Роджер;Эксмо;1680;/books/836209/
257;Карта небесной сферы, или Тайный меридиан;Перес-Реверте Артуро;Иностранка;753;/books/943587/
258;Записки о Шерлоке Холмсе;Дойл Артур Конан;Издательский дом Мещерякова;849;/books/621724/
259;Магазинчик времени;Ким Сонён;Манн, Иванов и Фербер;526;/books/927095/
260;Аратта. Книга 7. Золотые корабли;Семенова, Гурова;Азбука;564;/books/941869/
261;Смерть героя;Олдингтон Ричард;Текст;533;/books/816666/
262;Граф Монте-Кристо. В 2-х томах;Дюма Александр;Иностранка;1532;/books/912702/
263;Пробуждение Левиафана;Кори Джеймс;Фантастика;773;/books/848591/
264;Зимний сад;Ханна Кристин;Фантом Пресс;1127;/books/935674/
265;Венера на половинке раковины. Другой дневник Филеаса Фогга;Фармер Филип Хосе;АСТ;1083;/books/947177/
266;Полиция памяти;Огава Ёко;Поляндрия  No Age;647;/books/776648/
267;Туманы и чудовища;Шабнова Екатерина;Манн, Иванов и Фербер;675;/books/937957/
268;Смерть под ее кожей;Спотсвуд Стивен;Inspiria;607;/books/934636/
269;Лавр;Водолазкин Евгений Германович;Редакция Елены Шубиной;986;/books/364570/
270;Замок Броуди;Кронин Арчибалд Джозеф;Иностранка;843;/books/532907/
271;Тарас Бульба;Гоголь Николай Васильевич;Речь;768;/books/628288/
272;Дракула. Самая полная версия;Стокер Брэм;Алгоритм;1953;/books/940654/
273;Божественная комедия с иллюстрациями Гюстава Доре;Алигьери Данте;АСТ;1602;/books/625196/
274;Одиссея;Гомер;Верже;5659;/books/632077/
275;Рассказы и повести. 1892-1903;Чехов Антон Павлович;Речь;2198;/books/612895/
276;Подросток;Достоевский Федор Михайлович;Речь;1798;/books/604773/
277;Метро 2033. Метро 2034. Метро 2035;Глуховский Дмитрий Алексеевич;АСТ;2380;/books/700650/
278;Дом, в котором... (подарочное издание);Петросян Мариам;Livebook;1826;/books/560484/
279;"Проект ""Аве Мария""";Вейер Энди;АСТ;694;/books/835512/
280;Смерть Артура;Мэлори Томас;Октопус;4346;/books/621482/
281;Фея твоих кошмаров;Жильцова, Ушкова;Эксмо;545;/books/941820/
282;Между прочим...;Токарева Виктория Самойловна;КоЛибри;843;/books/939780/
283;Гадкие лебеди кордебалета;Бьюкенен Кэти Мари;Аркадия;619;/books/737233/
284;Самая страшная книга. Колумбарий;Подольский Александр;АСТ;577;/books/948209/
285;Королевство крыльев и руин;Маас Сара Дж.;Азбука;918;/books/914292/
286;Единственная для князя. Как долго я тебя искал;Боярова Мелина;Т8;1163;/books/943809/
287;Семейная хроника Уопшотов. Скандал в семействе Уопшотов;Чивер Джон;Текст;792;/books/821297/
288;Ярмарка тщеславия. В 2-х книгах.;Теккерей Уильям Мейкпис;Речь;2768;/books/635818/
289;Ты такой светлый;Ренберг Туре;Corpus;759;/books/941697/
290;Стрижи;Арамбуру Фернандо;Corpus;1407;/books/923008/
291;Хроники Амбера;Желязны Роджер;Эксмо;1601;/books/82257/
292;Тени исчезают в полдень;Иванов Анатолий Степанович;Азбука;843;/books/917953/
293;Крах и восход;Бардуго Ли;АСТ;604;/books/656547/
294;Невеста ледяного дракона;Черчень Александра;Яуза;522;/books/941827/
295;Качели судьбы;Бадани Седжал;Аркадия;619;/books/784083/
296;Дикий Вьюнок;Шолох Юлия;Т8;1697;/books/945931/
297;Претендент. Сила рода;Вяч Павел;Альфа-книга;504;/books/920593/
298;Александровскiе кадеты. В 2-х томах;Перумов Ник Даниилович;Альфа-книга;254;/books/824440/
299;Другая жизнь;Чапмен Джоди;Синдбад;843;/books/925147/
300;Дом на берегу;Дюморье Дафна;Азбука;641;/books/945133/
301;Детство. Отрочество. Юность;Толстой Лев Николаевич;Речь;1835;/books/624027/
302;Мы против вас;Бакман Фредрик;Синдбад;665;/books/728626/
303;Трилогия о Генрихе Наваррском: Королева Марго. Графиня де Монсоро. Сорок пять;Дюма Александр;Альфа-книга;742;/books/192148/
304;Русский роман;Шалев Меир;Текст;1142;/books/787883/
305;Ромео и Джульетта;Шекспир Уильям;Аркадия;547;/books/810907/
306;Невидимка. Попаданец в параллельный мир;Конторович, Демидова;Феникс;643;/books/945143/
307;Метель, или Барыня-попаданка. В вихре времени;Добровольская Наталья Алексеевна;АСТ;513;/books/948774/
308;Профессионал. Один в поле воин;Тюрин Виктор Иванович;АСТ;513;/books/947179/
309;Остров русалок;Си Лиза;Аркадия;554;/books/869226/
310;Румынские мифы. От вырколаков и фараонок до Мумы Пэдурий и Дракулы;Осояну Наталия Георгиевна;Манн, Иванов и Фербер;899;/books/879094/
311;Алмазная колесница. Роман в 2-х томах;Акунин Борис;Захаров;674;/books/478793/
312;Обломов;Гончаров Иван Александрович;Речь;2251;/books/604772/
313;Ошибка богов. Отбор для наследника;Олие Ольга;АСТ;513;/books/942894/
314;Семь сестер. Потерянная сестра;Райли Люсинда;Эксмо;1316;/books/925086/
315;Королева Лисьего дома;Фельдман Ирина Игоревна;Альфа-книга;110;/books/825354/
316;Игра в кроликов;Майлз Терри;fanzon;607;/books/939342/
317;Грешник;Скотт Эмма;Freedom;690;/books/920552/
318;На руинах пирамид;Островская Екатерина Николаевна;Эксмо;438;/books/941810/
319;Внучка;Шлинк Бернхард;Иностранка;705;/books/922868/
320;Бесы;Достоевский Федор Михайлович;Речь;2333;/books/602120/
321;Ася. Первая любовь. Вешние воды. Дворянское гнездо;Тургенев Иван Сергеевич;Речь;1933;/books/602125/
322;Идиот;Достоевский Федор Михайлович;Речь;2108;/books/588505/
323;Обыкновенная история;Гончаров Иван Александрович;Речь;1340;/books/620408/
324;Потерянные боги;Бром;АСТ;1031;/books/609946/
325;Иствикские ведьмы;Апдайк Джон;Текст;816;/books/872847/
326;Королевская кровь-9. Горький пепел;Котова Ирина Владимировна;Т8;2335;/books/860029/
